Team,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
OKC,3,10/30/16,,LAL,W,113,96,106.7,90.7,105.9,0.179,0.274,0.551,52.3,64.4,14.2,10.9,,0.521,15.6,25,0.147,,0.443,17.7,76.1,0.218
OKC,4,11/2/16,@,LAC,W,85,83,83.9,81.9,101.3,0.238,0.238,0.458,55.9,41.2,7.9,6.2,,0.435,18.5,23.3,0.143,,0.431,15.2,84,0.092
OKC,5,11/3/16,@,GSW,L,96,122,99.1,126,96.9,0.322,0.31,0.483,47.1,57.1,8.3,10.2,,0.46,13.9,29.5,0.184,,0.596,13.3,65.1,0.18
OKC,6,11/5/16,,MIN,W,112,92,120,98.6,93.3,0.279,0.186,0.58,50,53.3,9.6,13.8,,0.564,11.1,31.4,0.174,,0.417,14.9,63.8,0.262
OKC,7,11/7/16,,MIA,W,97,85,104.6,91.6,92.8,0.2,0.329,0.524,53.4,64.9,8.6,7.5,,0.488,14.7,25.6,0.165,,0.393,11.4,75.5,0.226
OKC,8,11/9/16,,TOR,L,102,112,109.3,120,93.3,0.419,0.459,0.582,52.7,58.1,6.4,8.8,,0.5,17.8,28.2,0.378,,0.584,10.6,80,0.181
OKC,9,11/11/16,,LAC,L,108,110,108.7,110.8,99.3,0.216,0.318,0.56,50,55.3,3,1.7,,0.523,14.2,20.9,0.182,,0.517,9,76.6,0.244
OKC,10,11/13/16,,ORL,L,117,119,121.5,123.6,96.3,0.283,0.272,0.566,52.5,46.8,4.2,9.7,,0.549,8.8,28.6,0.174,,0.599,8.7,78.9,0.186
OKC,11,11/14/16,@,DET,L,88,104,87.8,103.7,100.3,0.25,0.307,0.45,52,48.5,3,7.9,,0.403,13.3,23.2,0.193,,0.495,8.3,90.5,0.141
OKC,12,11/16/16,,HOU,W,105,103,104.9,102.9,100.1,0.167,0.298,0.582,48.4,62.5,7,13.5,,0.548,15.1,12.5,0.155,,0.511,14,76.5,0.098
OKC,13,11/18/16,,BRK,W,124,105,121.4,102.8,102.1,0.27,0.292,0.623,60.5,46.9,8.8,9.3,,0.59,13.8,30.3,0.213,,0.488,14.3,83.7,0.289
OKC,14,11/20/16,,IND,L,111,115,102,105.7,98.5,0.178,0.356,0.51,49,63.6,9.2,10.4,,0.485,15.5,29.4,0.129,,0.511,17.7,69.4,0.27
OKC,15,11/22/16,@,LAL,L,109,111,111,113,98.2,0.12,0.293,0.563,53.3,64.4,11.2,10.7,,0.549,13.4,27.5,0.087,,0.59,15.9,82.9,0.157
OKC,16,11/23/16,@,SAC,L,101,116,104.8,120.4,96.4,0.5,0.329,0.545,45.2,56.3,7.3,10.6,,0.467,8.8,12.5,0.395,,0.532,9.8,75,0.17
OKC,17,11/25/16,@,DEN,W,132,129,118.1,115.4,101.2,0.302,0.271,0.607,43.5,60.4,9.8,6,,0.568,9.9,15.2,0.24,,0.535,12.4,71.7,0.208
OKC,18,11/26/16,,DET,W,106,88,117.4,97.4,90.3,0.313,0.277,0.561,57.3,54.8,4.4,4.8,,0.554,9.6,27.8,0.169,,0.457,8.2,84.6,0.159
OKC,19,11/28/16,@,NYK,W,112,103,119.7,110.1,93.5,0.196,0.239,0.56,57,54.3,4.3,9.7,,0.543,12.3,37.8,0.13,,0.429,4.6,75,0.275
OKC,20,11/30/16,,WAS,W,126,115,116.4,106.2,98.1,0.326,0.316,0.58,49.5,60.9,9.2,5.7,,0.547,10.7,19.6,0.232,,0.5,9.1,77.6,0.173
OKC,21,12/4/16,,NOP,W,101,92,97.9,89.1,103.2,0.292,0.315,0.503,53.6,58.5,6.8,7.1,,0.494,13,22,0.146,,0.398,9.4,80,0.143
OKC,22,12/5/16,@,ATL,W,102,99,101.8,98.8,100.2,0.35,0.388,0.552,54.4,70.3,9,9.1,,0.525,17.1,21.6,0.225,,0.487,16.5,83.3,0.312
OKC,23,12/9/16,,HOU,L,99,102,98.4,101.4,100.6,0.383,0.346,0.523,46.9,52.9,8.9,10,,0.463,15.2,20,0.296,,0.451,12.5,69.8,0.207
OKC,24,12/11/16,,BOS,W,99,96,108.6,105.3,91.2,0.325,0.253,0.522,55.1,41.5,9.9,12.1,,0.512,11.2,34.9,0.169,,0.506,12.2,73.9,0.056
OKC,25,12/13/16,@,POR,L,95,114,97.7,117.3,97.2,0.322,0.31,0.478,53.8,54.5,10.3,3.5,,0.425,17.5,35.6,0.241,,0.588,13.2,77.1,0.25
OKC,26,12/14/16,@,UTA,L,89,109,102.3,125.3,87,0.329,0.232,0.474,50,46.7,4.6,6.1,,0.402,8.7,27.7,0.28,,0.674,15.1,86.2,0.167
OKC,27,12/17/16,,PHO,W,114,101,118.8,105.3,95.9,0.42,0.198,0.594,49.4,68.3,12.5,5.9,,0.549,11.9,27,0.309,,0.478,13.9,66.7,0.167
OKC,28,12/19/16,,ATL,L,108,110,115.8,117.9,93.3,0.299,0.402,0.549,55.7,33.3,8.6,5.8,,0.506,10.9,33.3,0.23,,0.607,14.9,85.3,0.253
OKC,29,12/21/16,@,NOP,W,121,110,126.2,114.7,95.9,0.273,0.318,0.614,59.8,48.9,8.3,8.8,,0.574,9.2,32.5,0.227,,0.523,8.4,85.7,0.205
OKC,30,12/23/16,@,BOS,W,117,112,117.3,112.3,99.7,0.45,0.325,0.61,53,65.9,5,9.2,,0.581,11.9,25.6,0.3,,0.489,10.3,77.3,0.226
OKC,31,12/25/16,,MIN,W,112,100,119.3,106.6,93.9,0.293,0.293,0.605,53.8,61.9,8.5,5.6,,0.561,13.9,26.5,0.244,,0.494,11.4,75,0.217
OKC,32,12/27/16,@,MIA,W,106,94,115,102,92.2,0.305,0.232,0.57,59,50,3.3,6.7,,0.543,15.5,37.8,0.207,,0.482,11.6,78,0.183
OKC,33,12/29/16,@,MEM,L,80,114,89.4,127.4,89.5,0.514,0.297,0.441,50,36,5.6,11.7,,0.365,16.6,33.3,0.351,,0.604,11.7,69.4,0.183
OKC,34,12/31/16,,LAC,W,114,88,124.8,96.3,91.4,0.449,0.372,0.61,53.7,67.6,9.9,13.3,,0.538,8.8,20.5,0.385,,0.467,15.1,83.7,0.24
OKC,35,1/2/17,@,MIL,L,94,98,106,110.5,88.7,0.244,0.346,0.544,50.6,55.6,7.9,8.3,,0.519,10.4,20,0.167,,0.525,10,82.1,0.19
OKC,36,1/4/17,@,CHO,L,112,123,110.5,121.3,101.4,0.24,0.313,0.528,54.3,52.4,5.9,5.4,,0.484,11.7,29.8,0.198,,0.519,9.8,78.7,0.5
OKC,37,1/5/17,@,HOU,L,116,118,121.2,123.3,95.7,0.297,0.33,0.564,55.7,36.6,6.3,19.1,,0.516,8,32,0.242,,0.564,8.3,80.9,0.244
OKC,38,1/7/17,,DEN,W,121,106,116.3,101.8,104.1,0.326,0.404,0.595,48,53.5,7.7,14.7,,0.551,8.9,13.6,0.258,,0.449,9.9,74.1,0.172
OKC,39,1/9/17,@,CHI,W,109,94,117.8,101.6,92.6,0.133,0.289,0.62,52.5,63.8,5.4,7.8,,0.608,12,17.1,0.096,,0.452,10.6,80,0.229
OKC,40,1/11/17,,MEM,W,103,95,107.8,99.5,95.5,0.358,0.321,0.549,57.6,58.3,5.2,5.9,,0.494,14.6,29.7,0.284,,0.451,9,76.4,0.13
OKC,41,1/13/17,@,MIN,L,86,96,91.2,101.8,94.3,0.247,0.235,0.456,52.8,57.6,10.6,2.9,,0.406,16,32.7,0.2,,0.483,14,77.5,0.151
OKC,42,1/15/17,@,SAC,W,122,118,116.8,112.9,104.5,0.456,0.311,0.565,50,50,13.4,7.1,,0.494,15,36.2,0.367,,0.512,18.2,65.9,0.432
OKC,43,1/16/17,@,LAC,L,98,120,101.8,124.7,96.2,0.224,0.353,0.525,43.4,50,10.4,7.4,,0.482,13.8,19.6,0.188,,0.622,14.1,73,0.22
OKC,44,1/18/17,@,GSW,L,100,121,99.6,120.5,100.4,0.211,0.311,0.508,43.9,60.5,11,9.4,,0.467,15.5,27.1,0.178,,0.6,15.7,67.6,0.224
OKC,45,1/23/17,@,UTA,W,97,95,102.8,100.7,94.3,0.301,0.241,0.516,51.7,47.2,6.4,9.5,,0.47,9.6,19,0.229,,0.458,9.5,82.2,0.214
OKC,46,1/25/17,@,NOP,W,114,105,108.2,99.6,105.4,0.308,0.297,0.552,54.5,57.1,5.7,15.9,,0.516,13.4,24.5,0.22,,0.484,10.3,82.7,0.125
OKC,47,1/26/17,,DAL,W,109,98,116.5,104.7,93.6,0.5,0.306,0.62,54.4,35.1,7.5,3.4,,0.576,15.4,20,0.361,,0.518,11.8,81.8,0.131
OKC,48,1/29/17,@,CLE,L,91,107,87.5,102.9,104,0.16,0.26,0.425,51.4,54.1,4.8,6.3,,0.4,13,23.2,0.11,,0.489,9,82.4,0.185
OKC,49,1/31/17,@,SAS,L,94,108,88.9,102.1,105.7,0.376,0.329,0.474,50,70,11.3,10.8,,0.394,16.8,23.1,0.318,,0.471,14.2,79.2,0.314
OKC,50,2/1/17,,CHI,L,100,128,100.8,129.1,99.2,0.17,0.37,0.465,46.8,44.7,6.1,6.1,,0.43,7.7,22.4,0.14,,0.642,8.7,86.7,0.296
OKC,51,2/3/17,,MEM,W,114,102,121.2,108.4,94.1,0.413,0.325,0.603,61.8,55.3,7.4,4.7,,0.556,17.5,43.2,0.313,,0.5,11.5,79.5,0.229
OKC,52,2/5/17,,POR,W,105,99,107.5,101.4,97.6,0.286,0.184,0.476,56,45,9.2,8.5,,0.429,9.8,34,0.214,,0.46,11.1,78,0.218
OKC,53,2/6/17,@,IND,L,90,93,99.5,102.9,90.4,0.239,0.318,0.463,62.2,50,6.6,18,,0.426,14.1,45.5,0.17,,0.425,9.1,75.9,0.218
OKC,54,2/9/17,,CLE,W,118,109,115.7,106.9,102,0.123,0.255,0.528,59.3,48,9.8,8.6,,0.509,10.4,36.2,0.094,,0.544,14.8,87.2,0.291
OKC,55,2/11/17,,GSW,L,114,130,111.5,127.1,102.3,0.434,0.289,0.577,51.8,50,6.8,14.3,,0.518,16.1,28.6,0.337,,0.603,9.7,75.6,0.287
OKC,56,2/13/17,@,WAS,L,98,120,98.7,120.8,99.3,0.313,0.354,0.449,54,47.1,10.1,3.8,,0.391,12.1,37,0.24,,0.664,20.5,81.8,0.315
OKC,57,2/15/17,,NYK,W,116,105,116.8,105.7,99.4,0.352,0.261,0.571,55.2,51.2,10.1,6.2,,0.534,10.6,26.7,0.25,,0.541,14,85.7,0.14
OKC,58,2/24/17,,LAL,W,110,93,105.7,89.3,104.1,0.175,0.247,0.526,53.6,63.6,8.6,9.1,,0.505,14,28,0.124,,0.431,10.8,75,0.059
OKC,59,2/26/17,,NOP,W,118,110,120.9,112.7,97.6,0.42,0.239,0.566,60.2,40.5,4.1,0,,0.511,11.1,36.4,0.318,,0.5,9.4,84.1,0.375
OKC,60,2/28/17,,UTA,W,109,106,116.6,113.4,93.5,0.303,0.289,0.633,56,51.3,5.3,9.9,,0.612,14,19.4,0.211,,0.511,6.6,81.8,0.118
OKC,61,3/2/17,@,POR,L,109,114,112.7,117.8,96.7,0.372,0.337,0.545,47.1,32.4,9.3,13,,0.459,10.7,25,0.349,,0.557,12.9,75.7,0.329
OKC,62,3/3/17,@,PHO,L,111,118,102.7,109.1,108.1,0.402,0.402,0.542,51.1,37.8,9.2,7.4,,0.477,15.7,23.4,0.322,,0.522,14.2,80,0.281
OKC,63,3/5/17,@,DAL,L,89,104,94.4,110.3,94.3,0.366,0.268,0.467,57,57.6,4.2,3.3,,0.415,13.6,28.9,0.256,,0.529,7.9,87.8,0.151
OKC,64,3/7/17,,POR,L,121,126,125,130.1,96.8,0.353,0.294,0.616,52,36.4,4.1,1.6,,0.576,14.8,33.3,0.271,,0.618,10.2,69.2,0.247
OKC,65,3/9/17,,SAS,W,102,92,111.7,100.7,91.3,0.236,0.225,0.519,53.9,56.1,10.9,4.6,,0.494,10.1,34.9,0.157,,0.452,13.9,71.7,0.19
OKC,66,3/11/17,,UTA,W,112,104,121.3,112.6,92.3,0.279,0.267,0.58,54.4,53.5,7.6,12.7,,0.547,11.1,29.3,0.209,,0.54,12.1,81.6,0.307
OKC,67,3/14/17,@,BRK,W,122,104,124.1,105.8,98.3,0.382,0.247,0.587,57.9,68.2,13.2,12.8,,0.551,11.1,31.7,0.27,,0.549,17.6,88.6,0.366
OKC,68,3/16/17,@,TOR,W,123,102,121.9,101.1,100.9,0.216,0.284,0.638,59.5,70.2,9.9,1.6,,0.614,15.7,27.8,0.17,,0.488,12.9,86,0.284
OKC,69,3/18/17,,SAC,W,110,94,117.7,100.6,93.4,0.305,0.317,0.591,58.3,56.1,7.5,6.3,,0.561,13.1,33.3,0.22,,0.441,11.2,80,0.224
OKC,70,3/20/17,,GSW,L,95,111,98.2,114.7,96.8,0.356,0.241,0.472,46.5,48.6,10.3,4,,0.448,9.9,24.5,0.195,,0.572,14.8,75.7,0.193
OKC,71,3/22/17,,PHI,W,122,97,128.2,101.9,95.2,0.341,0.182,0.603,68.4,54.2,7.4,12.9,,0.568,13.7,48.6,0.25,,0.471,8.7,85.7,0.172
OKC,72,3/26/17,@,HOU,L,125,137,119.1,130.5,105,0.298,0.319,0.588,53.2,57.4,14.3,7.5,,0.559,13.1,30.6,0.213,,0.759,17.7,92.9,0.215
OKC,73,3/27/17,@,DAL,W,92,91,98.5,97.4,93.4,0.165,0.271,0.505,55.2,45.9,10.7,13.7,,0.471,15.7,26.2,0.141,,0.475,13.7,82.2,0.188
OKC,74,3/29/17,@,ORL,W,114,106,103.2,96,100,0.275,0.324,0.499,51.8,41.9,10,10.4,,0.471,8.8,20.8,0.176,,0.448,11.4,80.7,0.196
OKC,75,3/31/17,,SAS,L,95,100,101.2,106.5,93.9,0.333,0.259,0.511,52.9,63.6,7.5,5.2,,0.444,16.2,31.7,0.284,,0.488,11.8,71.7,0.2
OKC,76,4/2/17,,CHO,L,101,113,97.6,109.2,103.5,0.143,0.369,0.566,53.2,48.7,9.7,10.6,,0.536,21.2,17.1,0.131,,0.552,14.9,92.1,0.364
OKC,77,4/4/17,,MIL,W,110,79,118.6,85.2,92.7,0.298,0.333,0.579,58.2,72.5,9.7,11.1,,0.53,12,28.2,0.25,,0.377,10.6,80.8,0.222
OKC,78,4/5/17,@,MEM,W,103,100,112.1,108.8,91.9,0.282,0.365,0.539,53.7,51.4,8.7,5.8,,0.518,11.2,27.9,0.176,,0.532,13,82.1,0.218
OKC,79,4/7/17,@,PHO,L,99,120,111.1,134.6,89.1,0.359,0.326,0.465,51.6,38.2,1.1,4.6,,0.408,7.8,40,0.261,,0.566,6.8,68.4,0.313
OKC,80,4/9/17,@,DEN,W,106,105,108.8,107.8,97.4,0.229,0.26,0.502,56.3,47.5,7.2,6,,0.448,10.2,32.1,0.208,,0.542,11.7,90,0.167
OKC,81,4/11/17,@,MIN,W,100,98,107.8,105.7,92.8,0.291,0.256,0.515,60.7,59.5,7.5,6.1,,0.471,14.9,42.9,0.221,,0.471,10.2,76.6,0.198
OKC,82,4/12/17,,DEN,L,105,111,100,105.7,105,0.168,0.248,0.484,54.3,46.5,9.5,13.3,,0.465,10,26.9,0.109,,0.5,13.1,88.1,0.306
POR,1,10/25/16,,UTA,W,113,104,124.8,114.9,90.5,0.293,0.253,0.667,52.3,56.4,5.5,5.2,,0.607,12.4,16.7,0.293,,0.537,11,82.9,0.195
POR,2,10/27/16,,LAC,L,106,114,105.2,113.1,100.8,0.376,0.212,0.535,50,46.2,4,6.5,,0.482,12.4,21.4,0.282,,0.451,5.9,72.2,0.352
POR,3,10/29/16,@,DEN,W,115,113,100.3,98.5,103.9,0.214,0.327,0.536,42.5,51.1,8.7,10.4,,0.51,12.3,10,0.153,,0.41,12.7,71.4,0.31
POR,4,11/1/16,,GSW,L,104,127,98.8,120.6,105.3,0.244,0.453,0.546,41.6,62.2,11.4,6.3,,0.512,15.9,13.6,0.186,,0.618,13.9,78.8,0.191
POR,5,11/2/16,@,PHO,L,115,118,102.9,105.6,101.2,0.208,0.327,0.522,47.3,59.5,7.2,9.2,,0.475,11.3,18.2,0.188,,0.451,9.4,75.4,0.243
POR,6,11/4/16,@,DAL,W,105,95,109.8,99.4,95.6,0.325,0.388,0.574,48.8,58.3,9.4,5.5,,0.525,13.3,15.9,0.263,,0.47,11.6,83.3,0.205
POR,7,11/6/16,@,MEM,W,100,94,109.1,102.5,91.7,0.38,0.465,0.603,45.7,59.4,7.6,9.1,,0.549,15.3,13.5,0.31,,0.42,12,72.7,0.321
POR,8,11/8/16,,PHO,W,124,121,122.1,119.1,101.6,0.346,0.383,0.664,46.1,48.9,4.9,6.2,,0.642,17.6,21.2,0.247,,0.541,13.7,65.1,0.326
POR,9,11/9/16,@,LAC,L,80,111,85.5,118.6,93.6,0.159,0.341,0.425,46.1,51.6,4.3,5.5,,0.386,12.9,21.2,0.136,,0.5,6.5,72,0.276
POR,10,11/11/16,,SAC,W,122,120,120.4,118.5,91.7,0.314,0.384,0.623,42.9,64.4,7.9,6,,0.599,10.1,16.7,0.221,,0.523,12.7,69,0.318
POR,11,11/13/16,,DEN,W,112,105,110.3,103.4,101.6,0.323,0.293,0.495,42.7,53.8,7.9,12.9,,0.434,5.8,24.6,0.263,,0.456,14.8,65.2,0.242
POR,12,11/15/16,,CHI,L,88,113,90.3,115.9,97.5,0.189,0.358,0.428,42.2,50,8.2,5.1,,0.405,9.7,23.8,0.116,,0.454,8.3,64.2,0.245
POR,13,11/17/16,@,HOU,L,109,126,109.7,126.8,99.3,0.233,0.311,0.549,43.2,58.5,6,6.3,,0.511,10.8,21.3,0.189,,0.558,10.9,64.6,0.211
POR,14,11/18/16,@,NOP,L,101,113,104.3,116.7,96.8,0.295,0.386,0.508,56.5,57.6,2.1,1.7,,0.443,12.3,26.5,0.261,,0.604,8.1,97.2,0.171
POR,15,11/20/16,@,BRK,W,129,109,128.3,108.4,100.5,0.247,0.424,0.684,58.1,46.9,4,12.1,,0.665,13.7,24.2,0.188,,0.452,7.8,79.2,0.269
POR,16,11/22/16,@,NYK,L,103,107,103.5,107.5,99.5,0.302,0.256,0.529,50.6,47.4,5,7.5,,0.477,14.1,25,0.244,,0.516,11.6,76.7,0.083
POR,17,11/23/16,@,CLE,L,125,137,127.1,139.3,98.3,0.211,0.322,0.635,48.1,57.4,6.1,11.1,,0.594,8.4,22,0.2,,0.65,8.9,76.3,0.222
POR,18,11/25/16,,NOP,W,119,104,117.9,103,100.9,0.17,0.32,0.554,60.5,63.8,6.9,9.4,,0.53,9.3,27.3,0.13,,0.559,13.6,95.2,0.25
POR,19,11/27/16,,HOU,L,114,130,117,133.4,97.5,0.349,0.398,0.595,49.3,60,7.2,4.3,,0.554,12.8,21.6,0.265,,0.665,10.4,79.4,0.256
POR,20,11/30/16,,IND,W,131,109,139.3,115.9,94.1,0.202,0.34,0.64,55.6,56.9,13.8,3.4,,0.606,5.5,33.3,0.181,,0.542,14.6,86.7,0.431
POR,21,12/3/16,,MIA,W,99,92,105.1,97.6,94.2,0.27,0.27,0.497,50.5,52.8,6.4,14.1,,0.455,7.4,24,0.202,,0.477,12.3,81.4,0.116
POR,22,12/5/16,@,CHI,W,112,110,116,113.9,96.5,0.194,0.258,0.555,43.2,55.6,9.3,13.3,,0.532,8.2,22.2,0.14,,0.464,13.1,65.1,0.398
POR,23,12/7/16,@,MIL,L,107,115,110.8,119.1,96.6,0.224,0.471,0.573,51.8,67.6,7.2,7.5,,0.535,13.8,21.7,0.188,,0.584,9.7,87.2,0.325
POR,24,12/8/16,@,MEM,L,86,88,90.4,92.5,95.1,0.488,0.341,0.432,47.3,52,6.3,4.5,,0.348,10.8,23.2,0.354,,0.391,10.7,72.2,0.23
POR,25,12/10/16,@,IND,L,111,118,116.2,123.6,95.5,0.195,0.451,0.623,51.3,55,6.3,7.4,,0.585,16,23.7,0.183,,0.572,12,76.2,0.277
POR,26,12/12/16,@,LAC,L,120,121,124.4,125.5,96.4,0.287,0.241,0.612,52.5,56.8,6.2,10.6,,0.563,13.3,34.2,0.253,,0.534,10.6,69,0.292
POR,27,12/13/16,,OKC,W,114,95,117.3,97.7,97.2,0.338,0.288,0.62,46.3,53.5,11.3,15,,0.588,13.2,22.9,0.25,,0.425,17.5,64.4,0.241
POR,28,12/15/16,@,DEN,L,120,132,116.5,128.2,103,0.409,0.261,0.578,53.2,53.7,5.8,7.5,,0.511,11.9,32.6,0.341,,0.601,13.1,83.9,0.369
POR,29,12/17/16,@,GSW,L,90,135,90.1,135.2,99.8,0.233,0.326,0.475,35.6,47.1,7,6.8,,0.442,10.4,13,0.163,,0.667,13.2,72.7,0.218
POR,30,12/20/16,@,SAC,L,121,126,128.3,133.6,94.3,0.465,0.314,0.584,56.9,68.2,5.3,8.2,,0.535,7.2,35.7,0.337,,0.625,9.9,86.7,0.5
POR,31,12/21/16,,DAL,L,95,96,105.4,106.5,90.2,0.389,0.375,0.563,53.1,46.9,6.7,7.7,,0.514,16.8,24.3,0.292,,0.464,9.7,77.3,0.229
POR,32,12/23/16,,SAS,L,90,110,104.3,127.5,86.3,0.203,0.38,0.523,42.3,60,9.3,3.4,,0.519,14.8,23.8,0.101,,0.577,12.1,63.9,0.256
POR,33,12/26/16,,TOR,L,91,95,92.5,96.6,98.4,0.217,0.277,0.5,50.9,62.9,8.1,6.6,,0.47,16.5,22.4,0.157,,0.4,10.2,75.4,0.2
POR,34,12/28/16,,SAC,W,102,89,110.4,96.3,92.4,0.297,0.338,0.609,53.6,54.3,6.5,7.8,,0.554,15.2,13.2,0.27,,0.449,11,87,0.228
POR,35,12/30/16,@,SAS,L,94,110,101.8,119.2,92.3,0.273,0.26,0.545,34.2,54.3,10.8,5.4,,0.494,11.3,5.1,0.234,,0.571,15.2,67.6,0.269
POR,36,1/1/17,@,MIN,W,95,89,100.1,93.8,94.9,0.384,0.301,0.557,46.6,36.1,10.5,12.5,,0.534,14.1,10.5,0.233,,0.443,14.4,74,0.138
POR,37,1/4/17,@,GSW,L,117,125,112.5,120.1,104,0.315,0.292,0.577,53,57.5,7.7,9.8,,0.517,14.4,26.2,0.281,,0.58,13.1,80.5,0.276
POR,38,1/5/17,,LAL,W,118,109,120,110.8,98.4,0.37,0.407,0.626,54,67.4,6.1,9.1,,0.605,12.1,21.1,0.247,,0.477,9.9,79.6,0.314
POR,39,1/8/17,,DET,L,124,125,112.1,113,91.5,0.122,0.357,0.6,50.6,70.6,4.5,6.3,,0.597,13.4,16.7,0.071,,0.552,7.5,85.4,0.086
POR,40,1/10/17,@,LAL,W,108,87,115.5,93.1,93.5,0.235,0.247,0.576,56.8,58.1,6.4,15.3,,0.547,10.5,23.7,0.176,,0.44,9.6,82,0.169
POR,41,1/11/17,,CLE,W,102,86,109.4,92.2,93.3,0.172,0.323,0.51,51.5,72.5,6.4,17.3,,0.484,8.3,27.1,0.129,,0.396,13.7,74.5,0.256
POR,42,1/13/17,,ORL,L,109,115,109.7,115.7,99.4,0.258,0.351,0.505,48.9,48.7,6,13.8,,0.454,7.7,25,0.216,,0.554,13.7,77.5,0.277
POR,43,1/16/17,@,WAS,L,101,120,104.4,124.1,96.7,0.284,0.295,0.51,46.9,59.5,6.2,7.9,,0.466,13.2,26.4,0.216,,0.564,11,72.1,0.267
POR,44,1/18/17,@,CHO,L,85,107,88,110.8,96.6,0.117,0.33,0.43,49.5,54.5,10.4,19.7,,0.394,13.2,25.9,0.117,,0.534,11.3,81.4,0.161
POR,45,1/20/17,@,PHI,L,92,93,91.9,92.9,100.1,0.315,0.213,0.454,46.5,48.5,8,9.5,,0.404,11.4,23.1,0.225,,0.457,16.1,72.3,0.098
POR,46,1/21/17,@,BOS,W,127,123,117.2,113.5,98.1,0.391,0.272,0.589,44,60.5,11.1,7,,0.522,11.5,21.4,0.337,,0.527,16.6,66.7,0.283
POR,47,1/25/17,,LAL,W,105,98,107.2,100,98,0.222,0.167,0.531,49,39.5,5.1,6.3,,0.5,10,19.6,0.167,,0.452,11.5,74.1,0.138
POR,48,1/27/17,,MEM,W,112,109,123.6,120.3,90.6,0.259,0.432,0.621,44,63.2,2.2,5.9,,0.568,11.7,20,0.247,,0.539,10.7,71.4,0.338
POR,49,1/29/17,,GSW,L,111,113,106.7,108.6,104.1,0.129,0.29,0.565,51.9,56.5,10.6,3.8,,0.548,15.5,22.5,0.097,,0.506,15.8,80.5,0.418
POR,50,1/31/17,,CHO,W,115,98,117.1,99.8,98.2,0.247,0.333,0.558,54.8,54.8,8.1,3.8,,0.511,7.2,22,0.215,,0.464,8.7,93,0.253
POR,51,2/3/17,,DAL,L,104,108,116.7,121.2,89.1,0.227,0.341,0.537,55,40,3.4,8.9,,0.506,8.5,26.1,0.17,,0.586,4.4,94.1,0.25
POR,52,2/5/17,@,OKC,L,99,105,101.4,107.5,97.6,0.241,0.322,0.514,44,42.9,6.1,5,,0.46,11.1,22,0.218,,0.429,9.8,66,0.214
POR,53,2/7/17,@,DAL,W,114,113,123.3,122.2,92.4,0.279,0.326,0.59,64.7,40.5,6.5,4.3,,0.552,13.4,39.1,0.221,,0.573,7.3,94.9,0.36
POR,54,2/9/17,,BOS,L,111,120,118,127.6,94.1,0.403,0.338,0.612,48.8,59,4.3,9.8,,0.565,14.2,25.6,0.312,,0.538,7.2,68.9,0.242
POR,55,2/13/17,,ATL,L,104,109,100.2,105,94,0.243,0.408,0.456,55.9,59.5,3.9,7.3,,0.437,10.9,32.8,0.136,,0.434,8,86.3,0.446
POR,56,2/15/17,@,UTA,L,88,111,93.5,118,94.1,0.253,0.278,0.501,47.1,43.8,9.6,5.1,,0.462,15.4,19.6,0.19,,0.586,13.3,78,0.198
POR,57,2/23/17,@,ORL,W,112,103,111.5,102.5,100.5,0.333,0.235,0.603,52.9,48.8,8,10.9,,0.562,17,25,0.259,,0.436,11.9,73.5,0.326
POR,58,2/26/17,@,TOR,L,106,112,113.7,120.1,93.2,0.443,0.266,0.561,50,45.7,6.4,8.6,,0.5,8.7,19,0.342,,0.583,10,86.1,0.269
POR,59,2/28/17,@,DET,L,113,120,105.5,112,97,0.262,0.298,0.603,51,56.8,4.7,6.3,,0.583,20.4,20,0.179,,0.466,5.6,72.4,0.221
POR,60,3/2/17,,OKC,W,114,109,117.8,112.7,96.7,0.443,0.316,0.604,52.9,48.7,9.3,12.3,,0.557,12.9,24.3,0.329,,0.459,10.7,75,0.349
POR,61,3/4/17,,BRK,W,130,116,133.1,118.7,97.7,0.256,0.291,0.679,54.4,59.2,9.2,10.7,,0.663,11.1,20.7,0.186,,0.605,12.2,79.5,0.14
POR,62,3/7/17,@,OKC,W,126,121,130.1,125,96.8,0.318,0.271,0.65,48,51.1,7.2,8.3,,0.618,10.2,30.8,0.247,,0.576,14.8,66.7,0.271
POR,63,3/9/17,,PHI,W,114,108,109.8,104,94.1,0.375,0.239,0.556,55.6,62.5,7.7,18.5,,0.489,15.6,33.3,0.318,,0.495,13.5,76.5,0.16
POR,64,3/11/17,,WAS,L,124,125,118.3,119.3,94.9,0.17,0.34,0.614,48.3,54.2,3.8,7.7,,0.596,12.2,15.9,0.128,,0.589,9.7,80,0.211
POR,65,3/12/17,@,PHO,W,110,101,108.2,99.3,101.7,0.291,0.256,0.567,54.4,32.6,6.9,6.3,,0.541,12.6,20.5,0.198,,0.468,8.1,87,0.151
POR,66,3/14/17,@,NOP,L,77,100,82.5,107.1,93.4,0.342,0.421,0.44,49.5,56.5,3.2,1.7,,0.375,15.5,15.1,0.263,,0.513,5.1,90.9,0.225
POR,67,3/15/17,@,SAS,W,110,106,116.4,112.2,94.5,0.35,0.275,0.596,48.8,55.3,10.6,1.6,,0.531,10.6,20.5,0.313,,0.54,12.9,75.6,0.125
